error0
7.666666667
8
227.5
5
1.5
5
2.25
1.5
7
4.8
1
2.166666667
2
20.5
2.565217391
1.5
627.0909091
4
5
5
3.818181818
3
2
4.4
1.6
4
74.2
4
6
9
5
5.6
4
6342.666667
2
5
407
34.2
13
1.8
6
2
3
2.333333333
130
2
2.75
5
2.3
1
4
1.75
2
8602
4
5.5
12
4.2
2.25
4
4
4
1.25
5
6
7
1
2
4
75.75
5
2
1.851851852
18
4
5
6.666666667
2.5
10181.57143
2548.25
1.666666667
6.166666667
3
5
5
1.5
1.2
4
2.75
4
2
487.5
5
1.133333333
1056.384615
3
2.333333333
284.75
4.4
12
5
1.5
8.666666667
1.5
1.5
4
10
18
5
7
2
1.75
5
1.666666667
1
2
1.75
8
1.142857143
2
59
1.375
13.5
2
2
2
3574
12
1423.928571
2.6
8
4
730
3
2
6
12
3.4
9
1.6
7
1
8919.5
12
5
3
5
4
41.33333333
4
3.5
2.5
1
11
5
9.333333333
6
3.166666667
2
13
3
4
19.00684932
33
1.5
4.1875
9
3
1.333333333
2
3.75
23
8
6
4
2
3
1.333333333
7
3
9
3
2.5
2
1
1
2.142857143
8116.714286
7.6
3
6
4
9
4
1.5
1.2
1998.166667
4
2
1
1.5
17
3.375
21
6
10
10
5
3
3.166666667
3
1.5
3.5
4
1.333333333
2
3
3
1
1
5
3
3
4
1.941176471
14
23
1.2
11.95652174
3.5
1
5919
6
2.142857143
4
7
1
2.5
49
1.75
2
7
4
12876.57143
2
2
1
3
5
6
29
5
4.444444444
3
10
1.666666667
1.25
507
22
3
4
16.2
5081.666667
115.1666667
14
2
1
9151.5
3.5
5
6.5
243.8636364
10667.33333
1.333333333
9
2.428571429
23
5700.8
1.4
8.166666667
4
4
3.6
6
7
1.833333333
1.25
2
1
1
8
20.2
12
1.714285714
1.657142857
1
1.333333333
2.142857143
73.6
167.5
2
5.833333333
1
1
6
3
5
3
2
1.2
25379.375
14
5
2.4
4982
3.833333333
4
3
2
4.333333333
104.3181818
4
3
6.4
19
1978.8
9
2
11
5
1
2.5
1
9.5
9
8
3
9
7
1.2
14
150.7857143
5
3
2
6
4
7.4
1.333333333
3
45
1
2
9.333333333
313
42.5
2.125
8
10.5
6
27
7
3
3
1.666666667
18
14
3
10264
507
23552
4
5
3
1.5
2.25
1.4
1.333333333
16.53846154
1.5
4
2
4.666666667
3
37420.75
8
5
4
5143.8
2596.25
734.3333333
1.5
12.8125
4.428571429
1.666666667
11
5
3.8
1.166666667
5
6
6.5
1
11.25
3
5
3
5
3
4
3
7
1.1
5
99
5
2.5
1
5
8.5
1
9
33
4
1.25
7
2
1
3
3
4
3
3
6
3
4
3
4
6
5
21.6
2
13
4
5
7
5.875
15
4
6
6699.666667
5
4.5
4
1.571428571
6
7
7
5
2
5.142857143
14
1.25
2
36174.66667
9
3
2
3
12.55555556
19
1.25
1.125
4.5
5
4
4
1
1.75
2
5.5
4
2.333333333
3
5
25.48
49
9
1.75
6
2.25
1
3.25
5
1
806.375
4
5
4
50
5.428571429
6.4
41.875
7
2
2
5
11
3.5
5
5
4
3.5
17
3
4
1.75
1
7
33.5
44
5.1
6709.75
12061.76471
16
1.5
1.142857143
5
2.375
8
4
1
6
8
1.03030303
15
261.9333333
4
5
4
4
10
3
8
4
2
5.5
28
9.333333333
4
2
4
3601.25
34
6
21629
5
4
5
16
3
1.6
2
3
1.5
3
8
3
3.5
1.583333333
12
5.5
9
14.73684211
4
7
15
5
2660
2.6
1.857142857
9
4
10.5
7.571428571
7
77.55555556
24.2
2.5
4
2.75
4
4.5
1
25.65
6
40.83333333
10
11
3
1.666666667
4
1.5
11
11
2.25
5
7
36.66666667
4
4.5
1.375
4
6
7.333333333
2
5.285714286
2
8
4.4
43
14
9
17.7
3
5
2.5
17.5
87.875
7
4
3
6
2.428571429
1
2
4
8.333333333
1445.625
49.5
15.4
5
5
7
3
5
2
19394.6
2
1.333333333
3
1
3
2
4
2.5
1.333333333
1
1.375
4
4
1.571428571
6.333333333
2
1.111111111
5
19.66666667
1.5
64
15
4
9
2
4
1515.625
1859
63325
1.142857143
411.5
12
3
1.5
1.4
8
12
5.894736842
3
3
15.5
1.272727273
5
2
3.5
6
6
6
1.25
3.857142857
4
36
3.846153846
3
1.5
2.666666667
5
1.333333333
2
4
2
1.5
6
13.33333333
12
1.285714286
2
6
3
3
2.333333333
16
2
1
2
5
1.625
1.333333333
10.75
2
4.25
8.75
1
1.8
45
12
1.25
1.75
1.5
5
2
3
1.375
2.642857143
11
6
10
3
1.166666667
2.111111111
13
3
1.058823529
2
3
4
9
3
2
4
136.5
4.444444444
8
7.5
3
11
2
5.818181818
11.33333333
6
1.153846154
3.25
12
1
3.333333333
9
3
2.5
3225.571429
9.5
6
865.8333333
9
2
7
5
2.666666667
2
3
17
4
49
1
11
2.333333333
3.5
1.833333333
196
2.5
5
2
2
2
16.88888889
1.666666667
1.75
2
2101
10
1.75
5
5
4.5
3
3
8
2
648.375
5
29
8
3
3
1
5
23.33333333
29.16666667
8
2.333333333
2
3.1
14
1.666666667
19
4.5
4
7
8
1
2.5
3
1
4.166666667
7755.727273
1.333333333
1
6
1.2
1.5
142.6
3
3
1.676470588
8
30.66666667
4
5.666666667
2
4
24.33333333
2
4
4
84289.25
2
2
2
3
6998
4
4
2.2
6
9
3.333333333
22
15
5457.333333
20
21
14
7985.466667
3
15
3
5
3
7
1.897435897
3
4
17
1.333333333
18
5
3
15
6
19
9
11
106.9
3
6
5
19.2
2
6
1.4
5
6.25
1
15
1
11
9
1.5
2
1.333333333
1.25
9
1.166666667
1.5
3
4
3.5
9
21.5
4
10
12.63157895
6
5
4
4.5
24.66666667
7
12
14.4
26
1.75
3.6
2
6.5
3
2.5
2
2
1.2
5
3
4
10
4
11
2
5
5.333333333
3.285714286
1.3
7
10
7
4640.5
6
10
2
6
1.5
1.5
3
3
3
7
3.333333333
1.333333333
1.333333333
5
9.176470588
15
3
4
2
1.5
4
2
6
7
1.2
6
3.428571429
1.5
1.333333333
3
5
1
1
1.5
2146.333333
48.83333333
10
5
1
53.29166667
4
4
4
3
8
9
3
1.666666667
6
14.85714286
14
1.777777778
13
13
2
9
333.4
9
2.5
4
1.666666667
2.818181818
135
6
15992.75
3
3
2.8
1.6
6
217.4
1.8
2
1.222222222
17
6.333333333
63.72
11
2.5
3.75
8
1.333333333
8
2.333333333
1.666666667
5
3
4.5
3
3.166666667
5
6
8
19540.4
1
3
13
3.68
1.142857143
5
1.5
8
2
4
1
2
12
1.333333333
2
1.5
1.333333333
3
4
3
4.1
2.4
2
4.444444444
7
1.2
5
6
7
3.5
10543.5
28.25
2.333333333
7
4
48.23076923
8
4.666666667
8
1
6
9
10
1.75
5
9
16
2
10
4
6.666666667
2
1.5
4
1.523809524
12
1.25
1.25
13
2.25
3
1.166666667
7
9
6
21.5
10
2.6
2
2.375
3
1.75
17
14
5.1875
5
8
6.5
3.666666667
1.75
15
3
4
3
57.07692308
1.333333333
6
4.5
3
1.6
6
4
6
3
4
1.25
4
3
5.4
3.5
4
1.352941176
6
1
5
1.133333333
2.363636364
2
6761.666667
8
4
8
3
1935.625
11
3
7.25
1.866666667
3
1
16
1.090909091
6
1.4
873.1538462
1
3
3
6
3.166666667
1
2
4
47.25
31
5
3
5
2.5
5
2.875
4
2.222222222
2.25
12
11
4.48
13
10.8
7
6.571428571
16
5
1.538461538
3.666666667
17
2.5
1.5
10.5
962.5
6
6
4.25
1.583333333
4.5
3.666666667
2.833333333
21000.91667
4
83297
3
1.5
13
1
10
6
1.333333333
3167.166667
11
31
12
4
3.5
2
27
5.5
1.5
2
5
1.5
1.111111111
15438.8
3
1
3
9
21
28
4.25
8
6
2
1
22.25
9
28.57142857
1.5
1.125
17
8
444.4285714
1.666666667
3
1
1
2
1
6
5
4
4
4
7
4
6
6
3.142857143
4
9
4
3
5
7
7
1.333333333
4
6
5
1.125
1083
1.75
13
10
10
28.77777778
2
1.5
1
12
1.222222222
4.833333333
7
15
4
1.166666667
1.333333333
33.5
14
15.2
2
11
18
3.333333333
1
8.75
1
7.142857143
28946.75
6
24.5
6
3
1.375
6
13
1.25
2
3.2
4
3
3
1.333333333
2.5
1.666666667
2
68.6
2.5
6
7
5
4.5
1.375
3
1.25
1.666666667
7
16
2.571428571
24
1.4
1.666666667
3
3
441
9
6
9.285714286
1.5
8
4
2
4
15
4
5
2.666666667
9
2
2
9
12
10
9.2
1.166666667
3.6
1
5
11
13
312.6
1.666666667
1
4
4
29106
6
3
2
9
18121.8
4
9
3
4
10
15
1036.333333
1.5
16
4
3
9
5
3
124.7142857
9.111111111
8
7
8
1.428571429
4
5
24
10.75
9
4
5.444444444
8.5
12
3.375
3
3
4624.666667
2
4
1
15
3.5
9.4
5.285714286
3
1507.666667
1.5
4
12.66666667
4
3
4
1.333333333
7.5
1.2
1.666666667
19
20
2.5
4
2
2.333333333
16
9
7
22.5
6
9.285714286
3
1.5
7
4.5
1903
8556.9
5
8
54.88888889
6
104.1666667
9
9.6
1.071428571
5
9
9
3
5.5
14
3
6
2.5
3.5
1.25
5
2
1.2
1.2
7
2.5
8
4.7
1.25
3
4.333333333
1.166666667
8
1.5
17.5
3
1.5
6.5
3
16
3
10
