error0
4
1.166666667
5
4.5
1.5
2
1.25
4
6539.111111
2.5
1.769230769
1
3
6
2
6
5.75
2137.081633
6
2.5
1.25
8
5
6
4
9
4
1.5
2
2.5
2
3.6
1.5
5
6
1
1.142857143
6
1.25
4
3.428571429
2
6
3
113.35
8
9.333333333
15.2
7
4
3
2
2.5
3
8
3
1
3
1.75
26.4
5
2
6
4
8
5.142857143
1.375
9
5
12
6
1.5
7
4.5
8
13
44
33.42857143
10
1.333333333
1.333333333
5.4
6
6
7
53.84615385
51
10
2.833333333
1.5
4
488.6666667
1
14367.41667
4
1.666666667
14
2
1.2
6
35.4
9
4
5
6
3
5
13
6
4
3
4
3
1.2
6
4
5
2.666666667
3
6.916666667
10
11
7.111111111
2
6
16255.6
1.5
4
4
3
3.25
4.375
2
18
2
5
2.583333333
1.4
4
1.666666667
3
5
29
11
6
118.8333333
3.857142857
3.666666667
1.666666667
4
1.333333333
2.5
6
5.6
2
1617.833333
8
3.5
15
5
3
3.5
1.666666667
133.2
1.666666667
109.8888889
1.375
8
6049.5
3.2
5
6
4.5
4.4
1.25
6
5.666666667
9
5.083333333
1.4
3
13
3
4
861.6666667
2.5
4
3.5
9
4.5
4
5
1.2
6
1.5
1.444444444
2.25
2
19
6.5
6.142857143
8
4
8
1.666666667
6
6
5
3
5
3
6
4
7
3
1.263157895
25
21
5
2.333333333
5.333333333
4
3.666666667
1.75
7739.5
1
4
6
3
2.666666667
2
17.25
7
12.5
2
1.5
5
6
3
3
9.4
7
13.66666667
7
6
8
27.6
6
1
5
4
14.75
9
4
3
3.142857143
5
1.333333333
3
8
5
14
8
1
11
5
429.6
2
7
2
2.5
1526.555556
2
11
1.25
7
1.2
4
5.25
1.666666667
2.5
3
2
8.25
3
4
3.142857143
6
2
5
9
6
1.5
6
11
8
5
1.8
6
5
2624.62069
2.285714286
1.666666667
1446.181818
1.333333333
3.5
6
7
1.5
7
4
10.33333333
8
5
2
6
2
36
4.818181818
30.26086957
6.6
8
12
6
56060
4
3.2
6
7
1.285714286
6
3
1
11
1.666666667
1.8
4
3.857142857
8
3
7
4
6
4125.25
2
3
2
2709
2
2
2
1.666666667
7
10
3
43
4
3
4
1
8
14
2.8
6
5
5
3
1.047619048
11
12
4.666666667
7
5.625
7
6
1.25
1.4
5.5
1
12
20
7
4
9.5
8
1.9375
1.5
1507.571429
5.5
2
6
3.833333333
5
7
3
69
6
6.611111111
14
8
16.9375
10181.27273
2
1520.727273
7
6
11
5
2.5
15
4
7
7
17
7
7
3.25
4.5
1.333333333
4
3.166666667
4
1.571428571
4
1.666666667
1.333333333
8.5
6
2.5
5.666666667
2.666666667
3.2
4
3
11
5
5
5
4
2.333333333
206.5
30.85714286
4
9
5
3
3
1.625
1.333333333
4.25
5
3
1
6
3.5
7
7
1.571428571
6
2
10
4
5
1.4
3
8
28.5
9.6
9
1.75
1.285714286
6
7
1.555555556
7
9
8
5
1
6
3
2
11
3
6
14
3
24
6
11
4.5
6
7
12.66666667
5.4
1.75
6
2
5
3
3.5
8
11.2
2.5
3
8
2
1.5
18
1.5
9
4.666666667
2
2.5
4
16
11860
4
9
7
17
4
4
6
2.5
4
12.2
12
10
3
1
8.5
1
1.5
3
7.8
7
4
8
8
11
17
4317
4
1.375
7
1.333333333
290.1
2
6
4
10.09090909
6
5.75
3
4
4
7.5
4
14
9
12
2.5
1.75
3
3
7
4
3
9
1
3
4
1.25
1.285714286
2
7
1.75
7
8
2.666666667
5.666666667
5
1.333333333
4
29
84
3.2
2
6
4
3
2.125
1
2
12.5
2.5
9
10
3.5
4
2
8.2
3.090909091
1.5
1.333333333
3
5
7
20.5
14.33333333
16
1.380952381
152.7272727
19
6
1.4
5.75
5
6
8
9
4
1
3
2.5
9
7
11
8
4
4
1.090909091
9.666666667
7
6
3
6
3.666666667
3
6.6
1
4
3
6
5
4
6
5
3
6
3.9
5
2.181818182
12
7
4.5
10
7
4
1.363636364
42.66666667
1.444444444
5
3
13.66666667
5
3.15
4
2
2
5
3.142857143
9
7
3
1.333333333
4
5.5
2
3
4.8
6
2
12
3
1.5
3
11
20.38461538
8
2.5
10
2.5
737
1.363636364
5
5
6
3
3
12
6.714285714
9
3.5
3
1.125
7
2
12
5
722.2666667
2
2
5
2
5
6.666666667
2.7
2.25
7
4
992.6666667
3
1.75
8
2295.75
1.2
6
9.5
3
3
7
5
1.625
8
3
3
2
2.5
1.5
5
7
