error0
2
4
6
5
224.5
4.666666667
3.333333333
9.714285714
13
4
1
1
40.5
2.4
6
3
4
5
6.5
5
2
3
1.230769231
9
5
1.444444444
4
1.5
6.333333333
12429
2.571428571
5
3
17716.4
4
5
5
352.8333333
5
1
5562
6
6
4
4
1.666666667
16
2.352941176
7
5.846153846
10
6
7221.25
1.714285714
3
5
3
1
5
1.333333333
795
3.5
363.6666667
7
3
3
4
1.166666667
15
2
5
4
2
5
11
7
4
8.75
2.5
2.4
1.666666667
3
6
1.222222222
2.428571429
3
4
2
2
2
3
2
4
6
9
8
3
14.85714286
2919.071429
10.9
4
3
6
4
3
3
9
11
4
4
2
5
8
2.571428571
7
2
3
3.6
3
1
70
2.352941176
3
1.2
1.5
4.333333333
8
5
4
7
12
14
1.8
9
7
136.2
3
1
5
4
2
7
10
4
5
2
5
4
4
1
1.090909091
1.333333333
1.2
1.428571429
2160.055556
10
10
6
2.5
1.4
8.8
5
3.6
2.4
1
1.142857143
1.714285714
77785
3
1.5
474.3333333
4
5
2
5
6
1.25
23.9
973.5652174
1.416666667
6
6
6
127.6666667
5
4
10811.47368
6
2.333333333
3
155.25
1.333333333
6
5
8.571428571
1.5
700.6666667
1.333333333
2.5
5
6
7
19
4
24.44444444
7
1073.428571
4
1.666666667
1
8.571428571
252.8571429
8
4
7
3.666666667
7.5
3.6
2
3
6
10
4
9
4614.166667
3
5
1.5
33.25
1.8
2
2.428571429
12.46153846
9
6
1.333333333
2
8
6
1.2
2.8
4
7
6
1
7.636363636
1
14
1.5
4
2
5
8
4
48
232.125
94.25
75
7
6
27.5
1
4
1.25
7
5
3.666666667
1.333333333
4
4
2
56
6
2.333333333
1.25
5
1245
5.5
1.666666667
2
5
14174.5
3
4
128
2946.8
7
3
31.85714286
5
30.625
6
3
7
2
13.2
6
5
5
3
77.33333333
6
15.6
9
4.333333333
737.9285714
17
2.857142857
10
5
1
36.6
1
9
4.166666667
5
5
93.58333333
3
1.285714286
3
2
2.5
4.75
2.5
7
5
7
3
3
1
7
2
1783.103448
2.666666667
6
513.1111111
6
10
13
13.66666667
5
26
2.5
2.5
4
3
2
2.5
8824.75
1.4
4.5
7
368.5
3.733333333
1.5
1
2
7
18.75
4
2.666666667
4
4
4
172.5
5
2
8
1.5
885.4
5
1.428571429
2.2
33.36363636
1.5
10
5
2
1.833333333
4
6
3
3
3
3
5
2.6
2.5
2
6.333333333
7
25
24
4
977.8571429
3
5
47.33333333
6.4
3.6
11
8
3
3
614.1428571
4
4
5
6
10
12
2.333333333
1.666666667
4
1.333333333
4.8
3
1.5
1.166666667
3
2
6
4.5
709.9
7
12
1.5
6
1.4
7
4
5
5
5
2
3
9
7
8
273.1538462
5.285714286
6
7
5
1
6
2
5
1.333333333
5
4
6.333333333
2
4
2
3
1.25
2
3
4
2.5
10
13
2.333333333
1.666666667
7
6
4
1.2
5
3
8
7
2.333333333
6
4
4
1.666666667
2.5
1.857142857
7
7
16
1
19.5
9.428571429
1.916666667
13
9
10
5
4
3
5
2.333333333
3.333333333
12
9
1.2
7
4
3
6
3
6
1.166666667
182.4444444
1.333333333
7
4
1.5
4
2.307692308
1.5
3
2.5
20
1.5
1.625
4
2.4
3
1.75
422.4
3
1.5
1
3
2
1.5
2.5
7
7
9
1.2
11
2.4
1.7
1.222222222
6
3
2
3
4
6
25.2
1.5
4
6
9
12001.27273
1.714285714
5
15
2.5
3901.75
1.333333333
1
2
2
3
3.5
7
4
1.5
5.25
4
8.666666667
1.25
7.5
2
6
3
3.5
8
4.6
11
2.5
1.75
6
3
4
1.25
3.6
8
7
19
1.75
6
1.166666667
9
1.125
1.166666667
6
1.666666667
2
6
11.15384615
12
9.25
8
13
5
2
4
18
7111.055556
9
722.6666667
4
1.6
6
1.5
148.2666667
2.333333333
6
4.333333333
8
1.090909091
4
15080
4
2.666666667
1.5
3
6
3.125
3
5.2
3
1.666666667
4
8
7
8
4
5
6
9
6.6
3
2
9
3
18
8
10
1
6.5
2.090909091
10
11169
4
1.166666667
14
8
1.6
7
6
7
2.461538462
15.5
3
5
3.2
5
5
4
1
4.285714286
5
2.333333333
1
2
1.333333333
4
1.111111111
1.714285714
18
4
1.571428571
3
3
6
1.333333333
1.35
1.181818182
2.6
2.5
2
1.75
3
2
1.4
37.66666667
1.857142857
24
1
6
1.666666667
9
4
10.5
11
4.857142857
7
4
4
5
1.5
2
1.666666667
5
8
4
7
8
5
6
15
11
7
1.714285714
9
39.33333333
2.5
4.142857143
5
3
8.4
2.111111111
10
4
10
5
2
1.8
9.142857143
5017.857143
4
4
6
13.2
4
4
4
7
7
22.75
9.6
4
4
4
3
3
3
4
2.5
32.57142857
41.33333333
13
1.2
7
2.5
5
4
4
1.75
5
9.333333333
2
4
5
1.5
7
7
1.666666667
12.75
7
7
3.428571429
3.333333333
2
4
3
7
5
1.5
6
3.5
2235.125
6
2
2.5
1.666666667
4
6
1.5
1533
2.333333333
1.333333333
6
4
1.333333333
1
5
222.375
7
2.571428571
1.666666667
79.66666667
8
1.636363636
1.3
2.166666667
6
8
5
9
16.11111111
5
2
5
65.72727273
2.125
2.64
3
3
2
11.25
1.285714286
8
12
11.66666667
16.5
7
3.5
4
1.5
7
12
7
9
7
10
2.571428571
10
7
2.666666667
6
5
5
7.4
1.25
5
3
6
13
4
3
4
12534.5
2
5
10.41666667
13
9
3
4
5271.454545
7
4.5
9
1.111111111
814.1666667
3.636363636
12
4
19
12.5
9
25.6
2.285714286
2.5
1
1.8
6
12
2
32.8
5
2.333333333
9.6
7
1159.571429
5
7.166666667
4
2
134.1111111
3
1.5
3
1.333333333
4
1.8
15
6
2.5
2.333333333
2.4
3
6
6
1
4
4.6
5
8
3
13
50
1.428571429
36
4
1.294117647
4.666666667
1.25
2.166666667
3
9
6
1.2
6.5
3.870967742
14
3
4
1.615384615
13
1.428571429
6.222222222
6.095238095
1
17
4
8
4
1.75
4.333333333
18
2
2
6
5.428571429
1
26.6
3
7.142857143
4
4
1.333333333
6
2
1.75
5
1.666666667
14.4
3179
6
3
39.6
3
1
3
2.058823529
2.5
3
7.5
10
7.5
4
8.5
590.9615385
12.33333333
1.75
586.3333333
8
5
6
7
5
6
499.4545455
5
11
172.2857143
5
11.33333333
7
2.333333333
5.230769231
2.666666667
5
6
3.5
1.666666667
6
5
1.333333333
4.6
4
4
3
2.5
1
12
4
462
3.333333333
8
3
3944
5393
2.6875
3
1.285714286
7
11
3
2
5
41
1.666666667
20.8
7
11.25
12.09090909
6
6
5
10
1.1
7.75
23
14
2
12
1.333333333
7
1.5
3
2.666666667
4
2
3
1.142857143
6
90.2
1.5
2.5
2.666666667
4
3
1.428571429
54.6
8.4
2
52.8
2
207.2
5
20.4
4
4
3
6
4
3.375
887.625
4
1.333333333
33082
2
3
2
124.3333333
3
5
5
5
773.4285714
416.25
1.25
8.75
4
19830.16667
19
34.375
6
2.25
5
2
4.111111111
7
5
1.2
46.66666667
16
8
9
1.333333333
3.333333333
12
2.333333333
2.666666667
3
15.5
6.5
1.333333333
1.2
142.75
2
3
5
4
4
5
3941.6
10.5
16
2
4
1.25
3
1.5
5
5
1.029411765
6.5
4
11
7
3
6.4
2
2.142857143
4
4
2.5
3.666666667
16
8
4.333333333
2.25
2.666666667
1.6
8.166666667
3.8
11
12
9
8.6
7
1.363636364
4
2457.666667
4
1.777777778
11
7.5
3
1
1.5
1.166666667
8
4
5
7
2
3
3.5
5.833333333
7
6
5
740
1.666666667
5
7
2
2.333333333
8
3
3
10.2
1.333333333
4
1
2
156.5
107.8571429
2445.857143
1.666666667
2469.666667
1.153846154
4
2
3
12.75
11.76470588
1
5
