error0
10.14285714
10452.76471
4
10
7.555555556
4
2.222222222
13.78571429
1.2
2.5
3
1.333333333
3.166666667
7
12.66666667
4.666666667
8
7
9
1.375
16.66666667
10
2.117647059
10
154.8333333
6
5
5
1.666666667
6
9
5
2
6.5
1.857142857
6
3
6
1.4
3.6
5
1.5
5
5
6
124.4
1.666666667
4
5
5
6
5
1.2
3
519.3333333
6
4
12
2
1.714285714
1.285714286
6
193.9
11
1.5
3
1.6
3
7
4
1
1.4
4
2809.75
10
2.25
6
1.2
5
1.333333333
5
1
2.666666667
4
4
1.5
7.666666667
2.5
3
1
2.5
6
1.333333333
6
4
3
3.125
4
3
11
7
1.666666667
5
1.444444444
1.5
8
4
13
3.5
3.8
37
14
6
1.8
11
5
4
6
3
1.333333333
5
6
3
1.8
18
24
22.5
29
5.4
59
39
47
1401.142857
1.666666667
8.75
5
5
3
3
4.3125
6.066666667
6
1.2
1
2.8
6
1.5
5
5
7
8
16.66666667
13
5482.090909
94.1
3.2
6.666666667
1.25
5
3
1.666666667
9
47.4
1.6
2.166666667
1.4
2.181818182
7
2
4
3314.428571
1.666666667
1.333333333
3
4.333333333
1
5
5
4.125
7
5
7
2
1.25
4
1.5
3
2.5
6
2758.714286
4
9
7
4
5
752.6
4
1.25
4
5
1.5
10.75
3.2
4
4
4
69.75
5.6
12.57142857
6
5
402.5
1.8
3997.833333
3
6
11.33333333
6
4
1.75
7.5
4
5
4.8
754.3055556
16
1
1.166666667
1.5
3
6
3
3.333333333
10
1.75
2
7.666666667
3159.2
3
2
34.71428571
3
6
8
4
2.4
7
1.2
4
6
11
3
2.5
7
6
5
102.75
2
42
1052.5
4
1.5
6
3
1
4
2.25
5
7
1
9
5
11
4
2.333333333
286
1.333333333
4
8968
4
3.333333333
2.428571429
1.125
4
3.5
2
4
3
1.75
22
23.58333333
4
4
2.5
1.947368421
5.75
1.083333333
3
6
2.111111111
1.5
2.666666667
3
6
6
3.444444444
6.2
8
17
29399.4
3.6
1.5
5
1.333333333
5
2
5
2.333333333
5
5
1
9
6
2
11
4
17
8
8.666666667
1.4
2
6
4
2.25
2.857142857
2.666666667
3636.666667
6
2.5
3
2
5743.2
15.42857143
888.8571429
1.75
1.25
11.42857143
6
1.222222222
6
1.75
3.2
7
1.8
2.4
6.2
4
2.666666667
7.714285714
1.125
28.6
1.714285714
3
1.5
4
1.666666667
3034.923077
9
2834.111111
1.333333333
2
4
6
2.2
4
16
10
37218.57143
2
3.5
3.333333333
2627.25
51.2
6.8
7
20.8
1.2
3
1.666666667
3.818181818
10
11
6
1
8
9
71
5
5
1.666666667
4.25
2.857142857
3
5
3.333333333
9
11
6
1.333333333
1.333333333
3
1.166666667
2.777777778
5.333333333
7
7
4
1.714285714
4
7
8
7
5
4
2
1.714285714
8
3
9
3.333333333
5
3
1.333333333
5
1.6
5
9
3
5
5
6
7
1.5
9
186.6
4
6
2
6
7
5
3.75
7
7
5
9
6
1
1.6
10.33333333
8.75
2
2.1
4
6.545454545
1.5
4
21.5
46.4
5
5
6
10
4.333333333
12
3
7
1.166666667
2.7
4
6
1.333333333
2.6
6
7
6
7
15
14
3
33.75
10.66666667
5
1
2.666666667
4
1.333333333
7
17.75
7.5
2
4
1.6
6.875
1.6
8
3
3
8
8
1.8
8
1
10
4.333333333
1.2
4
7
3
8.25
9
3
1.166666667
2
3
1457.8
6
9
2.5
16.875
4
2511.75
6
5
5
4
6
5
2
12
8
12.1
2.5
7
7
2.5
6
7
1.428571429
26.33333333
7
4
2.5
2.888888889
20.75
3
1.142857143
9
5
4
16
4
3
3
4
2
4
2
1.4
1.666666667
1.166666667
18
4
5
5.5
10
11
6
1.666666667
1.25
6
3.5
3
11
17.33333333
5.2
3.666666667
10
1.25
7
3
5
3
5
2.5
7
6
10
4
2.8
6
5
5
9
155.2857143
1.6
8
1.666666667
9
3
8
3
3
4
5
326
5
8.5
8
5
2
2.555555556
20
2.6
6
6
9
5
6
4
6
2
2288
10
6
3
8.666666667
4.6
4
2.5
89.83333333
1808.75
1.5
3.6
4
11
3
9
5.142857143
4
5
6
5.75
24
2.25
24
4
1.333333333
4
1.5
4.25
1.666666667
3.545454545
1.4
3.75
9
23.33333333
6
4
3
14
8667.666667
1.5
760
1.2
9
772
6
1.555555556
11.71428571
11.8
3
1
6
3
12.66666667
5
10
7
1
4
5
1.75
6
2496.571429
5
6
1.5
2
6
7
4.285714286
24.5
1.666666667
3106.75
3139.833333
4
9.6
542.6666667
3.333333333
13
3
19
1.666666667
2.5
5
2
4
4
4
7
21
5
7
3
3.5
5
6
5
11
5.666666667
3
7
7.5
4
4
5
4
3.6
2.1
8
9
4
5
6.75
2.25
1423.222222
6
7
3
5
7
2
3
29
5
15
8
15.5
3
1.142857143
48.4
3
6
4
231
1.142857143
7
12.33333333
7
5
7
10
5
5
1.5
4
1.333333333
4
3
2.125
10
1.333333333
4
3
18
337
2
4
6
2
4.25
5
4
6
2.333333333
8
3.75
2.5
5
6
1.25
1.25
5
7.75
1.4
1.25
10
34.5
1.75
1.2
4
1.2
1.4
3
1130.8
6
3
4
5
1.333333333
2
7
1.25
49.46153846
6
23
4.529411765
4
10
5
4.75
1.181818182
6
1
2.333333333
4
1.666666667
3
2.5
1.25
1610.666667
4
6372.4
12
4.857142857
6
367.4444444
5
1
1.166666667
1.5
3
4.666666667
12
15
6
4
70327.2
273.1428571
1.333333333
7
3
5
1.666666667
3
1.25
15.6
32.625
5
5
1.666666667
6
4
7
3
21.2
4
4
2.25
1.6
7
6
10
1.5
3
69.33333333
16
3.416666667
9
1.8
1.75
6
1.285714286
11
2
7
1.5
22336.88889
3
4
4
3
7
11
10
2.333333333
3994.875
8
3.714285714
4
85341.25
3
4649.2
2
4
2
1.25
3
7
1
1
1.866666667
4.714285714
5446.875
2.25
6
3
4
2.333333333
3
13.2
8
1
14.25
6
3
11.25
30.66666667
2
2.8
2.666666667
13
3
10
3
3
1
13
2.428571429
5
13212
3
30
2
2.5
3
1.2
5
6
1.5
5
5
10
1.5
6
8
3
17
2
4
1.4
3
1834.666667
730.6666667
2.333333333
8
1.25
2.25
4.5
1.5
3
4
4
1
4.25
13
3.333333333
45
101.3
2.333333333
3
2.5
1.75
10
12.33333333
1
7.2
6
6
2
4.2
5.666666667
4
6
6
9
11
2.333333333
6
1.666666667
18.33333333
5
1
7
3
1
5
5
4
5
5
8
4.5
6
3
2.181818182
3
11
3
4
4.5
5
2
3
4.333333333
1208.111111
8.4
3
6
7
3.166666667
4
5
2.666666667
3
2.833333333
16212
1.111111111
2
2.666666667
1.333333333
1.5
1.857142857
4
3
2.5
4
30.66666667
3
3.857142857
7
3555.545455
18
3.666666667
11
4.333333333
5
6
6
2
5129.666667
4
32.4
4
1.75
2
40
3
24.75
4
1.076923077
1
7.666666667
2.666666667
3.75
26624.85714
1.941176471
2
3
5.75
5.666666667
3
29.33333333
5
3
15.6
1.375
2.25
2.25
5
4
4.5
1.222222222
6
1.5
8
7
1.666666667
5
8
2.6
4124.2
1.25
7
1084.375
3
5202
5
4
5
2
121
4
2
5
3.5
5
9
4
21.6
6
3
2
5
4
5.2
2
1183.8
6
20.57142857
31
4
4
5
7
2
1.8
1.5
3
6
9.5
12.72727273
2.5
3
2.625
6
8
6
6
7
8709.285714
3
2
3
3.333333333
5
7
21.66666667
5
2
2.5
1.142857143
90
21
19
2
28955.8
64228
3
1.666666667
3
3
2.5
12
1.25
2.5
4
6
6
2.666666667
1.2
1
5
3
2.285714286
7
5
13
7
2
3
4
6
3
4
2.5
10
11.27272727
2
1.333333333
1194.666667
3
6
11
6
6
4
2
2.75
1
3
5
4
7
2.4
1.666666667
8
1.615384615
6
2
8
4
6.75
4
4
18.375
7
2
2.25
1.8
2
5
1.5
78
8.666666667
2
6
10.5
9
5
3
2
4
1.5
7.125
5194.454545
8
37
3.5
1.142857143
1
6
3
4
3
2.5
140190.5
1
2.5
5
5.5
7
5
5
4
4.5
21
5
1.333333333
17057
23
3
4
1.571428571
2.368421053
4
5
5
2.666666667
3
4
3576.4
5
27.375
12
9
5
2.166666667
1.428571429
4
2.5
1.25
3
6
6
4
4
3
1.25
4
3
1.142857143
7.25
5.5
9
6
5
1.5
1.25
2
7
5
6
6
1.666666667
1.333333333
46
1.25
13
2.333333333
1.333333333
5.375
4
1
5.5
4
1.2
4
1.5
6
4
2.5
11.5
18.23076923
2.5
2
4.333333333
1.5
1.666666667
3.2
1.5
1
2
1.285714286
1.8
4
1
54287
427
6
8
42.4
3
3
3
3
43.42857143
1
20
28.58333333
2
4
50.8
4
3
3
2
2.5
5
6
4
2
4
3.75
2
2
5
9
3
6
5
4
7.6
115
6
5.5
3.75
3.25
6565.9
9
1445.75
1.25
16
3
6
7
6
2
9
1830.120482
94
58
5
2232.6
1.666666667
11.16666667
4
6
8
1.333333333
3
1.4
7
4
1.5
3.428571429
10
2.142857143
1464.222222
9.333333333
3
20
2.5
11
7
4
3
1.571428571
6
5
1.5
4.75
2.333333333
3.5
3
1.75
9
6
5
3.75
1.5
10
4
4
6
4
4
4
3.833333333
4.125
22.7
10
11
1.5
3
1.333333333
156
3
8
6.571428571
4
13.25
1.5
6
4.888888889
11
1
7
6
7
7
2.428571429
2.5
2.615384615
5
9.857142857
8
11
8
2.6
6
1.666666667
1.166666667
2.25
4
4
1.5
10
7
5
2760.333333
6
9
4
2.333333333
1.333333333
10067
1.6
6
7
5.8
2
1.166666667
7
5
11
7
7
1.666666667
2.25
1.333333333
4
1
3.3
2
5
4
7
4
5
3
4.6
7
5
4
4
6
5
1
4.5
5
62.42857143
3
6
2.666666667
5
1
11
6.6
2.5
1.333333333
2.666666667
3.2
7
8
1
1.2
5
1.222222222
10
4
2
1
7
8
4
6
5
2.333333333
1.25
