,error0
0,2.0
1,2.0
2,7.5
3,3.0
4,224.5
5,8.4
6,3.3333333333333335
7,13.6
8,7.0
9,4.0
10,1.5
11,2.0
12,36.0
13,2.4
14,11.0
15,3.0
16,4.0
17,4.0
18,6.5
19,6.0
20,1.5
21,3.0
22,1.6
23,9.0
24,3.0
25,2.6
26,2.0
27,1.3333333333333333
28,8.333333333333334
29,9321.75
30,4.5
31,3.0
32,6.0
33,9842.444444444445
34,5.0
35,3.0
36,5.0
37,423.4
38,5.0
39,1.0
40,4449.6
41,4.0
42,4.0
43,3.0
44,3.0
45,1.6666666666666667
46,15.0
47,1.6
48,13.0
49,2.533333333333333
50,17.0
51,9.0
52,5777.0
53,1.0909090909090908
54,5.0
55,3.0
56,2.0
57,1.5
58,6.666666666666667
59,1.0
60,596.25
61,7.0
62,181.83333333333334
63,10.0
64,6.0
65,3.0
66,6.0
67,2.0
68,25.0
69,2.0
70,4.0
71,8.0
72,5.0
73,7.0
74,11.0
75,9.0
76,4.0
77,11.666666666666666
78,1.0
79,3.0
80,5.0
81,2.0
82,2.0
83,1.3636363636363635
84,2.8333333333333335
85,20957.88888888889
86,3.0
87,5.0
88,2.0
89,4.0
90,3.0
91,5.0
92,1.2
93,6.0
94,5.0
95,7.0
96,7.0
97,7.0
98,20.8
99,4086.7
100,6.055555555555555
101,4.0
102,2.0
103,8.0
104,11587.5
105,4.0
106,3.0
107,3.0
108,8.0
109,8.0
110,3.0
111,3.0
112,1.5
113,4.0
114,6.0
115,5.0
116,11.0
117,3.0
118,2.0
119,6.0
120,5.0
121,1.0
122,53.0
123,1.6666666666666667
124,3.0
125,1.2
126,2.0
127,4.333333333333333
128,11.0
129,5.0
130,2.0
131,4.0
132,11.0
133,23.0
134,1.8
135,4.0
136,8.0
137,68.1
138,45211.0
139,2.0
140,1.0
141,13.0
142,3.0
143,1.5
144,11.0
145,5.0
146,11.0
147,6.0
148,1.3333333333333333
149,2.0
150,3.0
151,4.0
152,1.0
153,1.3333333333333333
154,1.3333333333333333
155,33243.0
156,1.8
157,1.1111111111111112
158,1690.4782608695652
159,11.0
160,14.0
161,10.0
162,2.0
163,1.1666666666666667
164,6.285714285714286
165,2.0
166,3.0
167,39311.142857142855
168,1.8
169,1.125
170,1.6
171,1.7142857142857142
172,77785.0
173,3.0
174,4.0
175,517.4545454545455
176,4.0
177,4.0
178,2.0
179,7.0
180,7.0
181,1.3333333333333333
182,59.75
183,2799.0
184,2.1666666666666665
185,6.0
186,6.0
187,6.0
188,191.5
189,8.0
190,4.0
191,7083.379310344828
192,6.0
193,2.625
194,3.0
195,310.5
196,1.3333333333333333
197,9.0
198,3.0
199,15.0
200,2.8333333333333335
201,191.0909090909091
202,1.3333333333333333
203,51914.0
204,2.0
205,28910.714285714286
206,7.0
207,5.0
208,3.0
209,5.0
210,2.0
211,31.428571428571427
212,8.0
213,834.8888888888889
214,3.0
215,2.0
216,3.0
217,30.0
218,590.0
219,5.0
220,4.0
221,4.0
222,2.3333333333333335
223,6.5
224,9.0
225,2.0
226,10.0
227,7.0
228,10.0
229,4.0
230,13.5
231,6921.25
232,3.0
233,2.25
234,1.0
235,66.5
236,2.0
237,2.5
238,5.666666666666667
239,10.8
240,12.0
241,3.0
242,1.3333333333333333
243,2.5
244,9.0
245,6.0
246,1.6666666666666667
247,2.8
248,2.6666666666666665
249,5.0
250,11.0
251,2.0
252,5.6
253,1.3333333333333333
254,19.0
255,1.5
256,2.0
257,1.5
258,7.0
259,17.0
260,5.5
261,60.0
262,22158.125
263,168.8181818181818
264,53.857142857142854
265,75.0
266,2.0
267,6.0
268,44.0
269,1.3333333333333333
270,4.0
271,1.125
272,13.0
273,9.0
274,11.0
275,2.0
276,3.0
277,2.0
278,3.0
279,67.2
280,8.0
281,1.6666666666666667
282,1.0
283,5.0
284,1245.0
285,6.0
286,1.3333333333333333
287,4.0
288,72337.0
289,10.0
290,14174.5
291,1.8
292,2.0
293,256.0
294,3683.5
295,10.0
296,2.0
297,31.857142857142858
298,9.0
299,21.304347826086957
300,6.0
301,4.5
302,6.0
303,2.0
304,11.0
305,8.0
306,3.4615384615384617
307,4.0
308,6.0
309,77.33333333333333
310,4.0
311,17.333333333333332
312,7.0
313,4.333333333333333
314,1721.8333333333333
315,8.0
316,2.5
317,8.0
318,4.0
319,1.25
320,45.75
321,1.0
322,12.0
323,5.0
324,4.0
325,3.0
326,86.38461538461539
327,3.0
328,1.8
329,2.0
330,1.75
331,4.5
332,9.5
333,2.0
334,6.0
335,3.0
336,10.0
337,4.0
338,4.0
339,1.9230769230769231
340,7.0
341,2.0
342,689.4666666666667
343,2.6666666666666665
344,5.0
345,577.25
346,4.0
347,10.0
348,19.0
349,20.5
350,3.0
351,19.5
352,3.3333333333333335
353,2.0
354,2.0
355,4.0
356,3.3333333333333335
357,2.5
358,15128.142857142857
359,1.4
360,6.5
361,3.0
362,491.3333333333333
363,8.0
364,3.0
365,6.0
366,1.0
367,1.8666666666666667
368,12.5
369,7.0
370,4.0
371,5.0
372,4.0
373,3.5555555555555554
374,76.66666666666667
375,1.6666666666666667
376,2.0
377,8.0
378,20642.8
379,3.5
380,402.45454545454544
381,7.0
382,3.7142857142857144
383,3.6666666666666665
384,40.77777777777778
385,2.25
386,8.0
387,6.0
388,3.0
389,1.5714285714285714
390,5.0
391,3.0
392,3.0
393,3.0
394,4.0
395,3.0
396,6.0
397,1.4
398,1.5
399,1.3333333333333333
400,6.333333333333333
401,5.0
402,22.0
403,34.0
404,8.0
405,1711.25
406,4.0
407,2.0
408,53.25
409,4.0
410,27.0
411,4.0
412,11.0
413,4.0
414,2.0
415,716.5
416,5.0
417,5.0
418,6.0
419,4.0
420,7.0
421,54825.8
422,9.0
423,1.0
424,2.3333333333333335
425,4.0
426,1.0
427,3.0
428,3.0
429,1.5
430,1.1666666666666667
431,6.0
432,3.8
433,3.0
434,6.428571428571429
435,788.7777777777778
436,4.0
437,12.0
438,86200.6
439,1.0
440,10.0
441,1.1666666666666667
442,6.0
443,8.0
444,6.0
445,3.0
446,5.0
447,2.0
448,3.0
449,11.0
450,7.0
451,11.0
452,177.55
453,3.8947368421052633
454,9.0
455,7.0
456,7.0
457,1.3333333333333333
458,8.0
459,2.0
460,2.0
461,1.6666666666666667
462,5.0
463,4.0
464,6.333333333333333
465,1.0
466,3.0
467,2.0
468,1.0
469,1.0
470,1.0
471,4.0
472,4.0
473,12.0
474,9.0
475,9.0
476,1.4
477,1.3333333333333333
478,5.0
479,8.0
480,5.0
481,1.4
482,3.0
483,5.571428571428571
484,9.0
485,5.0
486,3.3333333333333335
487,5.0
488,4.0
489,3.0
490,1.6666666666666667
491,1.1
492,3.142857142857143
493,7.0
494,5.0
495,36.0
496,2.4
497,8.210526315789474
498,1.7678571428571428
499,2.5652173913043477
500,7.0
501,10.0
502,13.0
503,5.0
504,3.0
505,3.0
506,4.0
507,1.3333333333333333
508,3.3333333333333335
509,20.0
510,13.0
511,1.25
512,6.0
513,4.0
514,2.0
515,2.0
516,3.0
517,10.0
518,1.4
519,121.62962962962963
520,1.2
521,11.0
522,3.0
523,1.3
524,2.0
525,5.0
526,1.5
527,3.0
528,2.0
529,33.0
530,1.3333333333333333
531,1.4444444444444444
532,5.0
533,3.0
534,2.4
535,1.75
536,264.0
537,4.0
538,2.0
539,1.4
540,3.0
541,2.0
542,1.5
543,4.0
544,3.0
545,12.5
546,11.0
547,1.2
548,4.0
549,3.0
550,2.8333333333333335
551,1.2727272727272727
552,12.0
553,4.0
554,2.0
555,8.0
556,2.0
557,6.0
558,21.0
559,1.5
560,5.0
561,4.0
562,31.0
563,5077.461538461538
564,2.0
565,3.0
566,32.0
567,2.5
568,2601.1666666666665
569,3.0
570,2.0
571,2.0
572,1.0
573,2.0
574,1.0
575,4.666666666666667
576,2.0
577,1.5
578,2.1
579,4.0
580,8.666666666666666
581,2.25
582,15.0
583,2.4
584,4.0
585,3.0
586,4.5
587,9.0
588,3.2857142857142856
589,26511.714285714286
590,8.0
591,2.5
592,1.25
593,6.0
594,4.0
595,5.0
596,1.0
597,6.0
598,15.0
599,51752.666666666664
600,3.0
601,15.0
602,1.1666666666666667
603,15.0
604,1.8333333333333333
605,6.3
606,3.0
607,2.1666666666666665
608,4.0
609,1.2
610,1.6666666666666667
611,5.0
612,7.631578947368421
613,13.0
614,6.166666666666667
615,6.0
616,13.0
617,5.0
618,2.0
619,3.0
620,17.0
621,5565.173913043478
622,19.0
623,798.7368421052631
624,3.0
625,1.375
626,8.0
627,1.0
628,60.108108108108105
629,2.3333333333333335
630,9.0
631,8.0
632,17.0
633,1.1666666666666667
634,2.0
635,18096.0
636,5.0
637,1.6
638,1.5
639,3.0
640,10.0
641,6.25
642,5.0
643,6.5
644,4.0
645,1.6666666666666667
646,6.0
647,6.0
648,4.0
649,5.0
650,6.0
651,6.0
652,5.0
653,13.5
654,6.6
655,3.0
656,1.0
657,5.4
658,2.0
659,10.0
660,32304.8
661,8.0
662,12.0
663,1.5
664,4.0
665,1.0
666,8.0
667,10238.25
668,1.0
669,1.0
670,11.0
671,8.0
672,2.6666666666666665
673,7.0
674,4.5
675,7.0
676,4.571428571428571
677,3.5
678,4.0
679,5.0
680,3.2
681,9.0
682,5.0
683,4.0
684,2.0
685,5.0
686,7.5
687,1.6666666666666667
688,2.5
689,1.0
690,1.0
691,8.0
692,1.8
693,1.7142857142857142
694,14.4
695,4.0
696,1.8333333333333333
697,3.0
698,3.0
699,5.0
700,1.6666666666666667
701,1.25
702,1.1818181818181819
703,7.2
704,3.3333333333333335
705,2.0
706,1.75
707,3.0
708,1.0
709,55866.25
710,2.3333333333333335
711,22.6
712,1.4444444444444444
713,24.0
714,1.75
715,4.0
716,1.4285714285714286
717,8.0
718,2.0
719,9.45
720,19.0
721,5.666666666666667
722,7.0
723,8.0
724,2.0
725,20532.333333333332
726,10.0
727,3.0
728,1.0
729,1.0
730,3.3333333333333335
731,9.0
732,3.0
733,7.0
734,6.0
735,4.0
736,4.0
737,7.5
738,21.0
739,5.0
740,1.3333333333333333
741,7.0
742,59.0
743,3.0
744,7.25
745,4.0
746,4.0
747,10.5
748,1.8888888888888888
749,7.0
750,3.0
751,9.0
752,3.0
753,2.5
754,5.0
755,6.4
756,3193.181818181818
757,6.0
758,6.0
759,3.0
760,13.2
761,5.0
762,4.0
763,5.0
764,12.0
765,66825.1
766,4.0
767,19.5
768,9.6
769,4.0
770,3.0
771,4.0
772,3.0
773,5.0
774,3.0
775,8.0
776,5.25
777,28.5
778,20.666666666666668
779,14.0
780,1.2
781,9.0
782,3.5
783,6.0
784,6.0
785,7.0
786,2.25
787,8.0
788,5.6
789,1.0
790,4.25
791,17.0
792,1.2857142857142858
793,6.0
794,9.0
795,1.6666666666666667
796,8.5
797,3.0
798,5.0
799,4.8
800,4.0
801,1.6666666666666667
802,5.0
803,2.0
804,14.0
805,47784.333333333336
806,1.0
807,1.0
808,13.0
809,4.5
810,812.7727272727273
811,10.0
812,3.0
813,2.0
814,2.5
815,4.0
816,6.0
817,2.0
818,1022.0
819,1.9090909090909092
820,2.0
821,10.0
822,4.0
823,4.0
824,2.0
825,2.0
826,355.8
827,9.0
828,2.25
829,1.6666666666666667
830,53.111111111111114
831,10.0
832,1.9090909090909092
833,1.4444444444444444
834,2.1666666666666665
835,12.0
836,7.0
837,3.0
838,9.0
839,10.357142857142858
840,4.0
841,1.0
842,3.0
843,90.375
844,3.625
845,3.8823529411764706
846,2.0
847,2.0
848,3.0
849,10.0
850,1.2857142857142858
851,7.0
852,8.0
853,8.75
854,22.0
855,25.0
856,9.0
857,3.0
858,1.5
859,6.0
860,8.0
861,5.0
862,4.0
863,3.0
864,9.0
865,1.6363636363636365
866,9.0
867,4.0
868,2.0
869,4.5
870,4.0
871,4.0
872,7.4
873,2.5
874,4.0
875,2.0
876,2.0
877,8.0
878,3.0
879,2.0
880,9.0
881,3581.285714285714
882,2.0
883,11.0
884,15.625
885,8.0
886,8.0
887,3.0
888,3.0
889,6442.888888888889
890,8.0
891,10.5
892,22.0
893,1.125
894,732.75
895,2.3529411764705883
896,32.0
897,2.625
898,18.0
899,10.714285714285714
900,9.0
901,25.6
902,1.7777777777777777
903,4.5
904,1.1666666666666667
905,1.0
906,3.0
907,18.0
908,2.0
909,18.22222222222222
910,6.0
911,3.6666666666666665
912,6.0
913,9.0
914,1352.8333333333333
915,4.0
916,3.0714285714285716
917,1.0
918,3.3333333333333335
919,402.3333333333333
920,2.0
921,1.5
922,3.0
923,1.3333333333333333
924,4.0
925,4.8
926,23.0
927,28570.352941176472
928,7.0
929,2.0
930,2.3333333333333335
931,2.0
932,3.0
933,5.0
934,8.0
935,3.0
936,2.0
937,7.666666666666667
938,3.0
939,10.0
940,2.5
941,14.0
942,50.0
943,1.0714285714285714
944,47.0
945,5.0
946,1.0
947,4.666666666666667
948,1.2
949,1.3333333333333333
950,6.0
951,10.0
952,4.0
953,1.25
954,4.0
955,5.0
956,29.0
957,2.0
958,4.0
959,1.4444444444444444
960,13.0
961,1.7142857142857142
962,7.0
963,10.666666666666666
964,1.0
965,17.0
966,5.0
967,7.0
968,4.0
969,1.75
970,2.3333333333333335
971,14.0
972,2.0
973,2.0
974,10.0
975,4.222222222222222
976,1.75
977,19.0
978,3.0
979,8.333333333333334
980,3.0
981,2.0
982,2.6666666666666665
983,4.0
984,3.0
985,2.3333333333333335
986,3.0
987,1.6666666666666667
988,18.0
989,1105.7391304347825
990,5.0
991,4.0
992,33.0
993,3.0
994,2.0
995,3.0
996,1.9444444444444444
997,6.5
998,4.0
999,6.0
1000,9.0
1001,10.0
1002,2.0
1003,8.5
1004,768.25
1005,10.666666666666666
1006,1.0
1007,312.7111111111111
1008,9.0
1009,3.0
1010,5.0
1011,6.0
1012,3.0
1013,3.0
1014,610.4444444444445
1015,5.0
1016,16.0
1017,344.57142857142856
1018,5.0
1019,11.333333333333334
1020,8.0
1021,1.4
1022,7.555555555555555
1023,4.0
1024,5.0
1025,8.0
1026,4.0
1027,1.3333333333333333
1028,4.0
1029,10.0
1030,1.3333333333333333
1031,4.6
1032,4.0
1033,3.0
1034,4.0
1035,2.5
1036,1.0
1037,21.0
1038,5.0
1039,577.5
1040,2.0
1041,10.0
1042,4.5
1043,4601.333333333333
1044,8089.5
1045,2.388888888888889
1046,1.0
1047,1.2857142857142858
1048,6.0
1049,20.0
1050,52805.0
1051,3.0
1052,2.6666666666666665
1053,5.0
1054,49.0
1055,2.6666666666666665
1056,17.333333333333332
1057,7.0
1058,15.0
1059,9.5
1060,15.0
1061,6.0
1062,4.0
1063,9.0
1064,1.0526315789473684
1065,10.25
1066,15.0
1067,17.0
1068,2.0
1069,20.0
1070,2.0
1071,8.0
1072,1.8
1073,3.0
1074,2.0
1075,2.0
1076,2.0
1077,4.0
1078,1.1666666666666667
1079,3.0
1080,112.75
1081,1.5
1082,2.0
1083,4.333333333333333
1084,4.0
1085,3.0
1086,1.1666666666666667
1087,91.0
1088,8.4
1089,1.7142857142857142
1090,66.0
1091,4.0
1092,207.2
1093,5.0
1094,34.0
1095,4.0
1096,4.0
1097,3.5
1098,8.0
1099,5.0
1100,3.375
1101,1014.4285714285714
1102,5.0
1103,2.0
1104,66164.0
1105,1.5
1106,6.0
1107,2.0
1108,248.66666666666666
1109,3.0
1110,3.0
1111,2.0
1112,4.0
1113,902.3333333333334
1114,475.7142857142857
1115,1.25
1116,11.666666666666666
1117,5.0
1118,19830.166666666668
1119,22.0
1120,30.555555555555557
1121,4.0
1122,2.25
1123,5.0
1124,2.0
1125,5.285714285714286
1126,5.0
1127,2.0
1128,1.0
1129,28.0
1130,26.0
1131,7.0
1132,11.0
1133,2.0
1134,3.3333333333333335
1135,9.333333333333334
1136,2.0
1137,2.6666666666666665
1138,2.0
1139,6.2
1140,3.7142857142857144
1141,2.0
1142,2.5
1143,57.1
1144,2.0
1145,2.0
1146,5.0
1147,5.0
1148,6.0
1149,3.0
1150,6569.333333333333
1151,6.0
1152,7.0
1153,1.6666666666666667
1154,3.0
1155,2.0
1156,2.0
1157,1.0
1158,8.0
1159,7.0
1160,1.9444444444444444
1161,12.0
1162,3.0
1163,6.0
1164,7.0
1165,2.0
1166,10.666666666666666
1167,2.0
1168,2.857142857142857
1169,2.0
1170,10.0
1171,2.5
1172,7.333333333333333
1173,28.0
1174,9.0
1175,8.666666666666666
1176,1.2857142857142858
1177,1.6666666666666667
1178,2.0
1179,12.25
1180,4.4
1181,8.0
1182,4.0
1183,3.0
1184,10.75
1185,8.0
1186,1.3636363636363635
1187,2.0
1188,4915.333333333333
1189,2.0
1190,2.6666666666666665
1191,8.0
1192,8.0
1193,4.0
1194,1.0
1195,1.0
1196,3.3333333333333335
